Gene1	Gene2
GATA2	LMO2
GATA2	LOC100128023
GATA2	LOC100133315
GATA2	LOC201651
GATA2	LOC646999
GATA2	LOC648691
GATA2	LOC729603
GATA2	LPCAT2
GATA2	LRRC61
GATA2	LRRC8A
GATA2	LSMD1
GATA2	LTBP2
GATA2	LYL1
GATA2	LZTR1
GATA2	MACC1
GATA2	MAD2L1BP
GATA2	MALAT1
GATA2	MAN2A2
GATA2	MAP2K6
GATA2	MAP3K14
GATA2	MAP4
GATA2	MAPK1
GATA2	MAPK13
GATA2	MAPRE2
GATA2	MBOAT7
GATA2	MCFD2
GATA2	MED1
GATA2	MED15
GATA2	MEST
GATA2	MESTIT1
GATA2	MGC16703
GATA2	MMP1
GATA2	MMRN1
GATA2	MOBKL1A
GATA2	MPP4
GATA2	MRPL40
GATA2	MSMP
GATA2	MST1P2
GATA2	MT2A
GATA2	MTHFR
GATA2	MYC
GATA2	MYCT1
GATA2	MYL12A
GATA2	MYOF
GATA2	NBPF1
GATA2	NCRNA00161
GATA2	NDST1
GATA2	NEAT1
GATA2	NFE2
GATA2	NFIB
GATA2	NLE1
GATA2	NMI
GATA2	NPL
GATA2	NR2F2
GATA2	NR3C1
GATA2	NTSR1
GATA2	NUP214
GATA2	OR10V1
GATA2	P2RX6
GATA2	PA2G4P4
GATA2	PAPPA
GATA2	PCNT
GATA2	PDCD1LG2
GATA2	PDCL
GATA2	PDE4DIP
GATA2	PDZK1IP1
GATA2	PECAM1
GATA2	PFDN1
GATA2	PHF19
GATA2	PHLDB2
GATA2	PI4KA
GATA2	PICALM
GATA2	PIK3CA
GATA2	PIN1L
GATA2	PKD2L2
GATA2	PKIA
GATA2	PKIG
GATA2	PKM2
GATA2	PLCB2
GATA2	PLEKHA4
GATA2	PMF1
GATA2	PML
GATA2	PNP
GATA2	POU1F1
GATA2	POU2AF1
GATA2	PPIL2
GATA2	PPM1F
GATA2	PPP1R15A
GATA2	PPP1R15B
GATA2	PRAME
GATA2	PRKAB1
GATA2	PROCR
GATA2	PSAP
GATA2	PTPRB
GATA2	PTTG1IP
GATA2	PXN
GATA2	PYCR2
GATA2	QRFP
GATA2	RAB36
GATA2	RANBP1
GATA2	RASA2
GATA2	RASA3
GATA2	RASAL3
GATA2	RBM27
GATA2	RCC1
GATA2	RCSD1
GATA2	RELN
GATA2	RGP1
GATA2	RGS3
GATA2	RGS5
GATA2	RHAG
GATA2	RHCE
GATA2	RHOBTB3
GATA2	RHOJ
GATA2	RNF121
GATA2	RNF168
GATA2	RNF170
GATA2	RNU11
GATA2	ROBO4
GATA2	ROCK1P1
GATA2	RPL13AP20
GATA2	RTDR1
GATA2	S100Z
GATA2	S1PR1
GATA2	SAMSN1
GATA2	SCARNA27
GATA2	SDCBP
GATA2	SDCBP2
GATA2	SDCCAG1
GATA2	SDF2L1
GATA2	SEC22B
GATA2	SEPT5
GATA2	SERPINB2
GATA2	SERPIND1
GATA2	SERPINE1
GATA2	SGK1
GATA2	SH2B3
GATA2	SH2D3C
GATA2	SH3TC2
GATA2	SHE
GATA2	SIN3B
GATA2	SLC12A3
GATA2	SLC25A1
GATA2	SLC2A1
GATA2	SLC44A1
GATA2	SLC4A1
GATA2	SLC6A9
GATA2	SLC7A8
GATA2	SMAD4
GATA2	SMAD7
GATA2	SMARCA5
GATA2	SMNDC1
GATA2	SNAP29
GATA2	SNHG3
GATA2	SNHG3-RCC1
GATA2	SP100
GATA2	SPI1
GATA2	SSH1
GATA2	ST3GAL1
GATA2	ST3GAL6
GATA2	ST6GAL1
GATA2	STAB1
GATA2	STC1
GATA2	STK40
GATA2	STX5
GATA2	SUZ12
GATA2	TAL1
GATA2	TAS2R5
GATA2	TBX19
GATA2	TDRD10
GATA2	TES
GATA2	TFAP2A
GATA2	TFAP2C
GATA2	TFPI
GATA2	TGM2
GATA2	THAP7
GATA2	THBS1
GATA2	TJP2
GATA2	TLR4
GATA2	TLR9
GATA2	TM2D2
GATA2	TM4SF1
GATA2	TMEM26
GATA2	TMEM88
GATA2	TMEM91
GATA2	TMEM99
GATA2	TNFRSF19
GATA2	TNFRSF1A
GATA2	TNPO1
GATA2	TOP3B
GATA2	TRAF3IP2
GATA2	TRIM55
GATA2	TRMT2A
GATA2	TSEN34
GATA2	TXNDC2
GATA2	TXNRD1
GATA2	TXNRD2
GATA2	UBE2H
GATA2	UBE2L3
GATA2	UCP3
GATA2	UNC45B
GATA2	UPB1
GATA2	UVRAG
GATA2	VSIG2
GATA2	VWA5A
GATA2	WDR37
GATA2	WDR74
GATA2	YDJC
GATA2	YPEL1
GATA2	ZBTB16
GATA2	ZBTB32
GATA2	ZBTB7A
GATA2	ZFPM1
GATA2	ZFPM2
GATA2	ZMYND8
GATA2	ZNF117
GATA2	ZNF280A
GATA2	ZNF280B
GATA2	ZNF323
GATA2	ZNF595
GATA2	ZNF718
GATA2	ZNF77
GATA2	ZNF792
GATA3	GRK5
GATA3	HDAC3
GATA3	HDAC4
GATA3	HDAC5
GATA3	HES1
GATA3	KIAA0182
GATA3	KRT18
GATA3	KRT19
GATA3	KRTAP3-1
GATA3	LCK
GATA3	LMO1
GATA3	LMO2
GATA3	LOC642587
GATA3	MALAT1
GATA3	MAPK10
GATA3	MAPK8
GATA3	MAPK9
GATA3	MAPKAPK5
GATA3	MDM2
GATA3	MOS
GATA3	MS4A7
GATA3	NAALADL2
GATA3	NEK10
GATA3	NEK3
GATA3	NPR2
GATA3	NTRK3
GATA3	PDPK1
GATA3	PRKACA
GATA3	PRKACB
GATA3	PRKACG
GATA3	PRKCZ
GATA3	PRKX
GATA3	PTK2B
GATA3	PTK6
GATA3	RARB
GATA3	REPIN1
GATA3	RIPK3
GATA3	ROCK1P1
GATA3	RPS6KA2
GATA3	RPS6KA6
GATA3	RPS6KB1
GATA3	SCYL2
GATA3	SMAD3
GATA3	SP1
GATA3	SPTLC2
GATA3	STK17A
GATA3	STX5
GATA3	SUZ12
GATA3	SYK
GATA3	TAL1
GATA3	TBK1
GATA3	TBX21
GATA3	TCF12
GATA3	TNK2
GATA3	TNNI3K
GATA3	TNRC18
GATA3	TTK
GATA3	TYK2
GATA3	UBC
GATA3	WDR74
GATA3	YES1
GATA3	ZMYND8
GATA4	HAND2
GATA4	HDAC2
GATA4	ID1
GATA4	ID2
GATA4	ID3
GATA4	MAPK1
GATA4	MDC1
GATA4	NKX2-5
GATA4	NR5A1
GATA4	SP1
GATA4	SRF
GATA4	SUZ12
GATA4	TBX5
GATA4	TCF12
GATA4	ZBTB3
GATA4	ZFPM2
GATA5	KLF2
GATA6	KLF2
GATA6	SP1
GATA6	SUZ12
GATA6	TCF12
GATAD1	PAK4
GATAD1	RAD21
GATAD1	SS18L1
GATAD2A	HDAC1
GATAD2A	HIST1H3A
GATAD2A	HIST1H4A
GATAD2A	HIST2H2AC
GATAD2A	HIST2H2BE
GATAD2A	IRF1
GATAD2A	MBD2
GATAD2A	MBD3
GATAD2A	NFYA
GATAD2A	NFYB
GATAD2A	PBX3
GATAD2A	RBBP4
GATAD2A	RBBP7
GATAD2A	RFX5
GATAD2A	SP1
GATAD2A	SP2
GATAD2B	HDAC1
GATAD2B	HDAC2
GATAD2B	HIST1H3A
GATAD2B	HIST1H4A
GATAD2B	HIST2H2AC
GATAD2B	HIST2H2BE
GATAD2B	MBD2
GATAD2B	MBD3
GATAD2B	MTA2
GATAD2B	NFYA
GATAD2B	NFYB
GATAD2B	PARK7
GATAD2B	PBX3
GATAD2B	RBBP4
GATAD2B	RBBP7
GATAD2B	SP1
GATAD2B	SUMO2
GATC	NR3C1
GATC	SRF
GATM	GCAT
GATM	GNMT
GATM	NOS1
GATM	NOS2
GATM	PIPOX
GATM	RARS
GATM	RARS2
GATM	SARDH
GATM	SHMT1
GATM	SHMT2
GATSL3	NR3C1
GBA	GLB1
GBA	H6PD
GBA	JUND
GBA	LCT
GBA	NFE2
GBAP1	GTF2B
GBAP1	GTF2F1
GBAP1	IRF3
GBAP1	JUN
GBAP1	JUND
GBAP1	MAX
GBAP1	MXI1
GBAP1	MYC
GBAP1	NRF1
GBAP1	PRDM1
GBAP1	RAD21
GBAP1	SMARCA4
GBAP1	SMARCB1
GBAP1	SMARCC1
GBAP1	SMARCC2
GBAP1	SMC3
GBAP1	STAT3
GBAP1	TAF1
GBAP1	USF2
GBA	PAX5
GBA	SGMS1
GBA	SGMS2
GBAS	HADHA
GBAS	HK1
GBAS	KEAP1
GBAS	LARS
GBAS	LONP1
GBAS	MAP1LC3A
GBAS	MAP1LC3B
GBAS	MTA2
GBAS	NAMPT
GBAS	NIPSNAP1
GBAS	NPEPPS
GBAS	OSBPL10
GBAS	PA2G4
GBAS	PARP1
GBAS	PFAS
GBAS	PFKP
GBAS	PGK1
GBAS	PRKCI
GBAS	PRKDC
GBAS	SQSTM1
GBAS	TARS
GBAS	WARS
GBA	UGCG
GBA	UGT8
GBA	USF1
GBA	USF2
GBA	YY1
GBA	ZZZ3
GBE1	GYS1
GBE1	GYS2
GBE1	LYZL1
GBE1	PYGB
GBE1	PYGL
GBE1	PYGM
GBF1	KBTBD7
GBF1	SP1
GBF1	YWHAG
GBP2	HSPE1
GBP2	KLHL20
GBP2	LSM2
GBP2	PAFAH1B3
GBP2	PPP1R8
GBP2	SAT1
GBP2	SEPHS1
GBP2	SERPINB9
GBP2	STAT3
GBP2	TFG
GBP3	MAP4K4
GBX2	SUZ12
GCA	LCP1
GCA	SRI
GCAT	GLDC
GCAT	GNMT
GCAT	GSS
GCAT	PIPOX
GCAT	PRKCQ
GCAT	SARDH
GCAT	SHMT1
GCAT	SHMT2
GCAT	TDH
GCC1	KIAA1217
GCC1	NINL
GCC1	TRIM29
GCC1	USHBP1
GCC2	NR2C2
GCC2	ZRANB1
GCDH	HADHA
GCDH	IRF1
GCDH	KAT6A
GCDH	KAT6B
GCDH	LCLAT1
GCDH	MYC
GCDH	NAA10
GCDH	NAA20
GCDH	NAT6
GCDH	OGDH
GCDH	OGDHL
GCDH	PNPLA3
GCDH	TRIM28
GCET2	JUND
GCET2	MEF2A
GCET2	NFKB1
GCET2	RAD21
GCFC1	JUND
GCFC1	MAX
GCFC1	SP2
GCFC1	TERF2
GCFC1	ZBTB33
GCFC1	ZNF263
GCFC1	ZZZ3
GCG	GLP1R
GCH1	IFIH1
GCH1	MOV10L1
GCH1	NME2
GCH1	NME4
GCH1	NME7
GCH1	NUDT8
GCH1	OSBPL9
GCH1	PARP6
GCH1	PKLR
GCH1	POLR1A
GCH1	POLR1B
GCH1	POLR1C
GCH1	POLR1D
GCH1	POLR2A
GCH1	POLR2B
GCH1	POLR2C
GCH1	POLR2D
GCH1	POLR2E
GCH1	POLR2F
GCH1	POLR2G
GCH1	POLR2H
GCH1	POLR2I
GCH1	POLR2J
GCH1	POLR2K
GCH1	POLR2L
GCH1	POLR3A
GCH1	POLR3B
GCH1	POLR3G
GCH1	POLR3GL
GCH1	POLR3H
GCH1	POLR3K
GCH1	PTS
GCH1	RAD54B
GCH1	RAD54L
GCH1	RPH3A
GCH1	RUVBL2
GCH1	SKIV2L2
GCH1	SMARCA2
GCH1	SMARCA5
GCH1	SNRNP200
GCH1	ZNRD1
GCHFR	MAX
GCHFR	SMARCB1
GCHFR	TFAP2C
GCK	GCKR
GCK	PFKFB2
GCKR	TRAF2
GCKR	UBC
GCLC	GGT7
GCLC	GLS
GCLC	GLS2
GCLC	GLUD1
GCLC	GLUD2
GCLC	GLUL
GCLC	GOT1
GCLC	GOT2
GCLC	GPT
GCLC	GPT2
GCLC	GSS
GCLC	MAP4K2
GCLC	NEK3
GCLC	NPR2
GCLC	PAK4
GCLC	PDPK1
GCLC	PTK2B
GCLC	SP1
GCLC	STK16
GCLC	TTK
GCLC	TYK2
GCLM	GGT7
GCLM	GLS
GCLM	GLS2
GCLM	GLUD1
GCLM	GLUD2
GCLM	GLUL
GCLM	GOT1
GCLM	GOT2
GCLM	GPT
GCLM	GPT2
GCLM	GSS
GC	LRP2
GCM1	HDAC1
GCM1	HDAC3
GCM1	HDAC4
GCM1	HDAC5
GCM1	SKP1
GCM1	SUMO1
GCM1	UBC
GCM1	UBE2I
GCN1L1	GTF2A1
GCN1L1	HDAC5
GCN1L1	MAGEA6
GCN1L1	MAGED1
GCN1L1	MAST2
GCN1L1	MYC
GCN1L1	NEK6
GCN1L1	NR2C2
GCN1L1	PRKAB2
GCN1L1	PTP4A3
GCN1L1	SREBF1
GCN1L1	TFAP2A
GCN1L1	TFAP2C
GCN1L1	TNFRSF14
GCN1L1	TSC22D1
GCN1L1	USP19
GCN1L1	WIPI2
GCN1L1	YWHAQ
GCNT1	TCF4
GC	SERF2
GCSH	ING5
GCSH	NMI
GCSH	ZBTB16
GDA	HPRT1
GDAP1L1	REST
GDAP1	REST
GDAP1	TUBB
GDA	PNP
GDA	XDH
GDE1	RGS16
GDE1	RGS2
GDF15	HNF4A
GDF15	JUND
GDF15	TCF4
GDF2	MYC
GDF6	SUZ12
GDF7	RAD21
GDF7	SUZ12
GDF9	HTT
GDF9	ILF3
GDF9	KDM1A
GDF9	KIF22
GDF9	LSM3
GDF9	MOBKL3
GDF9	MPHOSPH6
GDF9	MYCBP
GDF9	NDUFB9
GDF9	ORAI2
GDF9	PAFAH1B3
GDF9	PCDHA4
GDF9	PMF1
GDF9	PRKRA
GDF9	PSMD11
GDF9	RAB27A
GDF9	RSRC1
GDF9	S100A8
GDF9	SAT1
GDF9	SERPINB9
GDF9	SMN1
GDF9	SNRPG
GDF9	STRN4
GDF9	TDGF1
GDF9	TK1
GDF9	TRIB3
GDI1	RAB1B
GDI1	RAB24
GDI1	RAB3B
GDI1	RAB9A
GDI1	SPOP
GDI2	HNF4A
GDI2	MAFF
GDI2	MAFK
GDI2	MAP4K2
GDI2	MYC
GDI2	NEK10
GDI2	NEK3
GDI2	NEK6
GDI2	NPR2
GDI2P1	MTOR
GDI2P1	RPS6KB1
GDI2P1	RPTOR
GDI2	PTK2B
GDI2	RAB11A
GDI2	RAB24
GDI2	RAB2A
GDI2	RAB4A
GDI2	RAB5A
GDI2	RAB8A
GDI2	RAB9A
GDI2	RPS6KA4
GDI2	SCYL2
GDI2	YES1
GDNF	GFRA1
GDNF	GFRA2
GDPD2	HEXDC
GDPD2	SGSM2
GEFT	RAC1
GEFT	RHOA
GEM	GMIP
GEMIN4	GEMIN5
GEMIN4	GEMIN6
GEMIN4	GIGYF2
GEMIN4	GIPC1
GEMIN4	GIYD2
GEMIN4	GSK3B
GEMIN4	ILK
GEMIN4	LGALS1
GEMIN4	LGALS3
GEMIN4	MYC
GEMIN4	NFKBIL1
GEMIN4	PPP4C
GEMIN4	PPP4R2
GEMIN4	RNPS1
GEMIN4	SMN1
GEMIN4	SNRPB
GEMIN5	SIP1
GEMIN5	SMN1
GEMIN5	SNRPD1
GEMIN5	SNRPD2
GEMIN5	SNRPD3
GEMIN5	SNRPE
GEMIN5	SNRPF
GEMIN5	SNRPG
GEMIN6	GEMIN7
GEMIN6	GIYD2
GEMIN6	SIP1
GEMIN6	SMN1
GEMIN6	ZNF143
GEMIN7	GOLM1
GEMIN7	HSPB8
GEMIN7	KAT5
GEMIN7	MAPK14
GEMIN7	MKNK1
GEMIN7	MYC
GEMIN7	PAK4
GEMIN7	RPS6KA1
GEMIN7	SMN1
GEMIN7	TBK1
GEMIN7	TYK2
GEMIN8P4	YY1
GEMIN8	RAD21
GEMIN8	SMN1
GEM	PDLIM7
GEM	TRIM23
GET4	KAT5
GET4	KEAP1
GET4	KIAA1377
GET4	MAX
GET4	MYC
GET4	NFE2
GET4	PLK1
GET4	PRKCSH
GET4	SNCAIP
GET4	TTR
GET4	UBC
GET4	UBL4A
GET4	USF1
GET4	USF2
GET4	WDR8
GFAP	GRAP2
GFAP	HGS
GFAP	KIAA0408
GFAP	MEN1
GFAP	MYO15B
GFAP	PDLIM1
GFAP	PDLIM7
GFAP	PDZK1
GFAP	POM121
GFAP	PSEN1
GFAP	PSEN2
GFAP	RIBC2
GFAP	SH3YL1
GFAP	STAT1
GFAP	TUBGCP4
GFAP	VIM
GFER	PAK4
GFER	PIM3
GFI1B	HDAC2
GFI1B	KDM1A
GFI1B	RCOR1
GFI1B	SUV39H1
GFI1	HDAC1
GFI1	HDAC2
GFI1	KDM1A
GFI1	PIAS3
GFI1	PRDM5
GFI1	RCOR1
GFI1	RUNX1T1
GFI1	SUZ12
GFI1	UBC
GFM1	NR2C2
GFM1	STAT1
GFM2	TFAP2A
GFM2	TFAP2C
GFPT1	GFPT2
GFPT1	GLS
GFPT1	GLS2
GFPT1	GLUL
GFPT1	GNPDA1
GFPT1	GNPDA2
GFPT1	GNPNAT1
GFPT1	HK1
GFPT1	HK2
GFPT1	HK3
GFPT1	PRKAA2
GFPT1	PRKAB2
GFPT1	TALDO1
GFPT1	TKTL1
GFPT1	TKTL2
GFPT2	GLS
GFPT2	GLS2
GFPT2	GLUL
GFPT2	GNPDA1
GFPT2	GNPDA2
GFPT2	GNPNAT1
GFPT2	HK1
GFPT2	HK2
GFPT2	HK3
GFPT2	TALDO1
GFPT2	TKTL1
GFPT2	TKTL2
GFRA1	NRTN
GFRA1	RET
GFRA2	NRTN
GFRA2	PTEN
GFRA4	PSPN
GGA1	M6PR
GGA1	MAX
GGA1	NECAP2
GGA1	RAB5A
GGA1	RABEP1
GGA1	RABGEF1
GGA1	RNF11
GGA1	SORL1
GGA1	SORT1
GGA1	SYNRG
GGA1	UBC
GGA1	VPS18
GGA2	HGS
GGA2	M6PR
GGA2	NECAP2
GGA2	PIN1
GGA2	RAB5A
GGA2	RABEP1
GGA2	SORL1
GGA2	SORT1
GGA2	SPG21
GGA2	TAF1
GGA2	TRIM23
GGA2	USF1
GGA2	VPS18
GGA3	LAPTM5
GGA3	M6PR
GGA3	NEDD4
GGA3	RAB5A
GGA3	RABEP1
GGA3	TSG101
GGA3	UBC
GGA3	VPS11
GGA3	VPS18
GGA3	YY1
GGA3	ZBTB33
GGCT	NFYA
GGCT	NFYB
GGCX	NQO1
GGCX	VKORC1
GGH	MTHFD1
GGH	MTHFD1L
GGH	MTR
GGH	SHMT1
GGH	SHMT2
GGH	TCF4
GGPS1	IDI1
GGPS1	IDI2
GGPS1	MVD
GGPS1	ZNF263
GGT5	NR3C1
GGT7	GLS
GGT7	GLS2
GGT7	GLUD1
GGT7	GLUD2
GGT7	GLUL
GGT7	GOT1
GGT7	GOT2
GGT7	GPT
GGT7	GPT2
GGT7	GPX1
GGT7	GPX2
GGT7	GPX3
GGT7	GPX4
GGT7	GPX6
GGT7	GPX7
GGT7	GSR
GGT7	GSS
GGT7	GSTA1
GGT7	GSTA3
GGT7	GSTA4
GGT7	GSTK1
GGT7	GSTM1
GGT7	GSTM2
GGT7	GSTM3
GGT7	GSTM4
GGT7	GSTM5
GGT7	GSTO2
GGT7	GSTP1
GGT7	GSTT1
GGT7	GSTT2B
GGT7	GSTZ1
GGT7	LTC4S
GGT7	MGST1
GGT7	MGST2
GGT7	MGST3
GGT7	NAGS
GGT7	RAD21
GGT7	SREBF1
GGT7	SREBF2
GGT7	TXNDC12
GH1	GHR
GH1	LTA4H
GH1	PRLR
GH1	RAD21
GH1	SHC1
GH1	STRAP
GHDC	IRF1
GHITM	THAP1
GHITM	YY1
GHR	GRB10
GHR	GRB2
GHR	JAK1
GHR	JAK2
GHRL	MLNR
GHRL	NFKB1
GHR	PIK3R1
GHR	PLCG1
GHR	PTPN1
GHR	PTPN11
GHR	PTPN13
GHR	PTPN2
GHR	PTPN3
GHR	PTPN9
GHR	PTPRB
GHR	PTPRH
GHR	SGTA
GHR	SHC1
GHR	SOCS1
GHR	SOCS2
GHR	SOCS3
GHR	STAT3
GHR	STAT5A
GHR	STAT5B
GHR	TYK2
GIGYF1	GRB10
GIGYF2	GRB10
GIGYF2	PABPC1
GIGYF2	PRPF6
GIGYF2	PRPF8
GIGYF2	SF3B2
GIGYF2	SMN1
GIGYF2	TNRC6B
GIGYF2	U2AF1L4
GIGYF2	U2AF2
GIGYF2	USP11
GIGYF2	YBX1
GIMAP5	TCF12
GIN1	MXI1
GINS2	GINS4
GINS3	NR2C2
GINS3	SRF
GINS4	IRF1
GINS4	NFYB
GINS4	RAD21
GIPC1	ITGA5
GIPC1	ITGA6
GIPC1	KIF1B
GIPC1	LHCGR
GIPC1	LRP1
GIPC1	LRP2
GIPC1	LRP8
GIPC1	MARS
GIPC1	MCM7
GIPC1	MMS19
GIPC1	MYO1C
GIPC1	MYO6
GIPC1	NTRK1
GIPC1	NTRK2
GIPC1	NUP93
GIPC1	PDXDC1
GIPC1	RGS19
GIPC1	SDC4
GIPC1	SH3BP4
GIPC1	SLC2A1
GIPC1	TAGLN
GIPC1	TPBG
GIPC1	TYRP1
GIPC1	ZFPM1
GIPC2	HNF4A
GIPC2	IGSF21
GIPC2	PTN
GIPC2	SETDB1
GIPC2	UNC119
GIP	NR3C1
GIPR	UBC
GIP	TCF4
GIT1	GIT2
GIT1	GRIP2
GIT1	HAP1
GIT1	HBXIP
GIT1	HMOX2
GIT1	HTT
GIT1	MAN2A2
GIT1	PAK2
GIT1	PCLO
GIT1	PFDN1
GIT1	PLCG1
GIT1	PMF1
GIT1	PPFIA1
GIT1	PPFIA2
GIT1	PPFIA3
GIT1	PPFIA4
GIT1	PTK2
GIT1	PTK2B
GIT1	PTPRF
GIT1	PTPRZ1
GIT1	PXN
GIT1	REST
GIT1	RGS2
GIT1	SDCCAG3
GIT1	SRRT
GIT1	TERF1
GIT1	TRIB3
GIT1	TXNDC9
GIT1	WDR33
GIT1	ZNF263
GIT2	PAK2
GIT2	PCLO
GIT2	PXN
GIT2	THAP1
GIT2	USF1
GIT2	YY1
GIT2	ZAP70
GIYD2	HUWE1
GIYD2	LOC344382
GIYD2	MUS81
GIYD2	MYH11
GIYD2	PLK1
GIYD2	PSMA1
GIYD2	PSMA2
GIYD2	PSMA3
GIYD2	PSMA4
GIYD2	PSMA5
GIYD2	PSMA6
GIYD2	PSMA7
GIYD2	PSMB1
GIYD2	PSMB2
GIYD2	PSMB3
GIYD2	PSMB5
GIYD2	PSMD11
GIYD2	PSMD6
GIYD2	PSME3
GIYD2	RAN
GIYD2	S100A8
GIYD2	SLC25A13
GIYD2	SMN1
GIYD2	TIMM17B
GIYD2	UQCRC2
GJA10	REST
GJA1	GJA3
GJA1	GJA5
GJA1	HGS
GJA1	MAPK7
GJA1	NEDD4
GJA1	PRKCA
GJA1	PRKCE
GJA1	S100A1
GJA1	TJP1
GJA1	TSG101
GJA1	UBC
GJA3	TJP1
GJA8	TJP1
GJB1	JUP
GJB1	OCLN
GJD2	REST
GJD3	RAD21
GJD3	TJP1
GK2	GLA
GK2	GLB1
GK2	GPAM
GK2	GPD1
GK2	GPD1L
GK2	GPD2
GK2	KAT6A
GK2	KAT6B
GK2	LCLAT1
GK2	LCT
GK2	LPL
GK2	MGLL
GK2	NAA10
GK2	NAA20
GK2	NAT6
GK2	PNPLA3
GKAP1	HGS
GLA	GLB1
GLA	HK1
GLA	HK2
GLA	HK3
GLA	IMPA1
GLA	IMPA2
GLA	LCT
GLA	LPL
GLA	MGLL
GLA	MIOX
GLA	NFE2
GLA	OTUD4
GLA	RFX5
GLA	SI
GLA	SORD
GLA	USF1
GLA	USF2
GLB1	GTF2B
GLB1	H2AFX
GLB1	H6PD
GLB1	HSD3B7
GLB1	LALBA
GLB1	LCT
GLB1L	SRF
GLB1	NEU1
GLB1	RDH11
GLB1	RDH12
GLB1	RDH13
GLB1	RDH14
GLB1	TAL1
GLDC	GNMT
GLDC	IDH1
GLDC	IDH2
GLDC	IDH3A
GLDC	IDH3B
GLDC	IDH3G
GLDC	PIPOX
GLDC	SARDH
GLDC	SHMT1
GLDC	SHMT2
GLDC	TNFAIP3
GLE1	KRT10
GLE1L	PRKD2
GLE1L	WIF1
GLE1	NUP155
GLE1	UXT
GLG1	NFKB2
GLG1	SELE
GLG1	SQSTM1
GLI1	GSK3B
GLI1	HDAC1
GLI1	HDAC2
GLI1	MAP2K1
GLI1	MTSS1
GLI1	PRKACA
GLI1	RAD21
GLI1	RAI1
GLI1	SAP18
GLI1	STK36
GLI1	SUFU
GLI1	XBP1
GLI1	ZIC1
GLI1	ZIC2
GLI2	HDAC1
GLI2	SKI
GLI2	STK36
GLI2	SUFU
GLI2	ZIC1
GLI2	ZIC2
GLI3	GSK3B
GLI3	HDAC1
GLI3	MED12
GLI3	PRKACA
GLI3	RAB23
GLI3	SAP18
GLI3	SKI
GLI3	STK36
GLI3	SUFU
GLI3	ZIC1
GLI3	ZIC2
GLI3	ZIC3
GLI4	SP2
GLIPR1L2	ZNF263
GLIS2	GSK3B
GLIS2	MAP2K1
GLIS2	MTSS1
GLIS2	PRKACA
GLIS2	RAB23
GLIS2	SUFU
GLIS3	SUFU
GLMN	MET
GLO1	GRHPR
GLO1	HSD3B7
GLO1	NFYA
GLO1	NFYB
GLO1	RDH11
GLO1	RDH12
GLO1	RDH13
GLO1	RDH14
GLOD4	YY1
GLP1R	UBC
GLP2R	RFX5
GLRA1	REST
GLRA2	REST
GLRA3	REST
GLRB	GPHN
GLRX2	GRK5
GLRX2	NEK10
GLRX2	NPR2
GLRX2	PAK4
GLRX2	PAK6
GLRX2	PRKX
GLRX2	TTK
GLRX2	TXNRD1
GLRX2	TYK2
GLRX2	TYRO3
GLRX3	HEXDC
GLRX3	KRTAP4-12
GLRX3	NADK
GLRX3	PLSCR1
GLRX3	PRKCQ
GLRX3	RGS20
GLRX5	NFYA
GLRX5	NFYB
GLRX5	PBX3
GLRX5	SP1
GLRX	MAP3K5
GLS2	GLUD1
GLS2	GLUD2
GLS2	GLUL
GLS2	GMPS
GLS2	GOT1
GLS2	GOT2
GLS2	GPT
GLS2	GPT2
GLS2	HAL
GLS2	NADSYN1
GLS2	NAGS
GLS2	PPAT
GLS2	QARS
GLS2	ZNF263
GLS	GLS2
GLS	GLUD1
GLS	GLUD2
GLS	GLUL
GLS	GMPS
GLS	GOT1
GLS	GOT2
GLS	GPT
GLS	GPT2
GLS	HAL
GLS	NADSYN1
GLS	NAGS
GLS	PPAT
GLS	QARS
GLS	SNTA1
GLT6D1	SETDB1
GLT8D1	TCF4
GLTPD1	MYC
GLTP	RAD21
GLTP	THAP1
GLTSCR1	NFYC
GLTSCR2	HAP1
GLTSCR2	SIX5
GLTSCR2	UIMC1
GLTSCR2	USP45
GLTSCR2	YY1
GLUD1	GLUD2
GLUD1	GLUL
GLUD1	GOT1
GLUD1	GOT2
GLUD1	GPT
GLUD1	GPT2
GLUD1	HAL
GLUD1	HDAC5
GLUD1	ICT1
GLUD1	IDH1
GLUD1	IDH2
GLUD1	IDH3A
GLUD1	IDH3B
GLUD1	IDH3G
GLUD1	L2HGDH
GLUD1	NAGS
GLUD1	OGDH
GLUD1	OGDHL
GLUD2	GLUL
GLUD2	GOT1
GLUD2	GOT2
GLUD2	GPT
GLUD2	GPT2
GLUD2	HAL
GLUD2	IDH1
GLUD2	IDH2
GLUD2	IDH3A
GLUD2	IDH3B
GLUD2	IDH3G
GLUD2	L2HGDH
GLUD2	NAGS
GLUD2	NEK6
GLUD2	OGDH
GLUD2	OGDHL
GLUD2	PDK4
GLUD2	TOM1L1
GLUL	GMPS
GLUL	GOT1
GLUL	GOT2
GLUL	GPT
GLUL	GPT2
GLUL	HAL
GLUL	HIPK1
GLUL	HIPK3
GLUL	NADSYN1
GLUL	NAGS
GLUL	ND5
GLUL	NUDT18
GLUL	PIAS1
GLUL	PIAS2
GLUL	PIAS3
GLUL	PLEKHF2
GLUL	PPARD
GLUL	PPAT
GLUL	QARS
GLUL	UBC
GLUL	UBE2I
GLYAT	GPRASP1
GLYATL3	PPP4C
GLYAT	PTN
GLYCTK	JUND
